millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle
123999, 1682951092, 2023/5/1 14:24:52, 37.70, 24.70, 231.56, 1834.88, 1240.23, 0.00, 0.00, 0.00, 61, 1
126000, 1682951094, 2023/5/1 14:24:54, 37.70, 24.70, 231.94, 1835.06, 1240.23, 0.00, 0.00, 0.00, 62, 1
128000, 1682951096, 2023/5/1 14:24:56, 37.70, 24.70, 232.13, 1833.94, 1240.23, 0.00, 0.00, 0.00, 63, 1
129999, 1682951098, 2023/5/1 14:24:58, 37.80, 24.70, 232.13, 1834.13, 1240.23, 0.00, 0.00, 0.00, 64, 1
131999, 1682951100, 2023/5/1 14:25:0, 37.80, 24.70, 232.31, 1834.50, 1240.23, 0.00, 0.00, 0.00, 65, 1
133999, 1682951102, 2023/5/1 14:25:2, 37.80, 24.60, 232.31, 1835.63, 1240.23, 0.00, 0.00, 0.00, 66, 1
135999, 1682951104, 2023/5/1 14:25:4, 37.80, 24.60, 232.31, 1836.38, 1240.23, 0.00, 0.00, 0.00, 67, 1
137998, 1682951106, 2023/5/1 14:25:6, 37.80, 24.60, 232.69, 1837.31, 1240.23, 0.00, 0.00, 0.00, 68, 1
140000, 1682951108, 2023/5/1 14:25:8, 37.80, 24.60, 232.88, 1837.69, 1240.23, 0.00, 0.00, 0.00, 69, 1
141999, 1682951110, 2023/5/1 14:25:103999, 1683108253, 2023/5/3 10:4:13, 42.90, 22.10, 422.63, 1767.94, 1235.35, 0.00, 0.00, 0.00, 1, 1
5999, 1683108255, 2023/5/3 10:4:15, 42.90, 22.10, 321.75, 1768.50, 1235.35, 0.00, 0.00, 0.00, 2, 1
3999, 1683108406, 2023/5/3 10:6:46, 43.60, 22.30, 214.31, 1780.31, 1235.35, 0.00, 0.00, 0.00, 1, 1
5999, 1683108408, 2023/5/3 10:6:48, 43.60, 22.30, 217.31, 1780.31, 1235.35, 0.00, 0.00, 0.00, 2, 1
7998, 1683108410, 2023/5/3 10:6:50, 42.70, 22.30, 218.81, 1781.44, 1235.35, 0.00, 0.00, 0.00, 3, 1
9999, 1683108412, 2023/5/3 10:6:52, 42.70, 22.30, 219.19, 1781.63, 1235.35, 0.00, 0.00, 0.00, 4, 1
3999, 1683109132, 2023/5/3 10:18:52, 42.10, 22.30, 231.56, 1799.06, 4057.62, 0.00, 22.20, 0.00, 1, 1
5999, 1683109134, 2023/5/3 10:18:54, 42.10, 22.30, 219.00, 1799.44, 4057.62, 0.00, 22.20, 0.00, 2, 1
7998, 1683109136, 2023/5/3 10:18:56, 42.30, 22.30, 204.56, 1799.25, 4057.62, 0.00, 22.20, 0.00, 3, 1
9999, 1683109138, 2023/5/3 10:18:58, 41.90, 22.30, 196.88, 1799.44, 4057.62, 0.00, 22.20, 0.00, 4, 1
11999, 1683109140, 2023/5/3 10:19:0, 41.80, 22.30, 1799.44, 1799.44, 4057.62, 0.00, 22.20, 0.00, 5, 1
13999, 1683109142, 2023/5/3 10:19:2, 41.60, 22.30, 1799.44, 1799.44, 4057.62, 0.00, 22.20, 0.00, 6, 1
16000, 1683109144, 2023/5/3 10:19:4, 41.50, 22.30, 1799.44, 1799.44, 4057.62, 0.00, 22.20, 0.00, 7, 1
17998, 1683109146, 2023/5/3 10:19:6, 41.40, 22.30, 194.25, 1799.44, 4062.50, 0.00, 22.20, 0.00, 8, 1
19999, 1683109148, 2023/5/3 10:19:8, 41.40, 22.40, 195.75, 1799.44, 4062.50, 0.00, 22.20, 0.00, 9, 1
22000, 1683109150, 2023/5/3 10:19:10, 41.40, 22.30, 197.44, 1799.44, 4062.50, 0.00, 22.20, 0.00, 10, 1
23999, 1683109152, 2023/5/3 10:19:12, 41.40, 22.30, 199.13, 1799.25, 4057.62, 33.32, 22.33, 624.00, 11, 1
25999, 1683109154, 2023/5/3 10:19:14, 41.40, 22.30, 201.00, 1799.44, 4052.73, 33.32, 22.33, 624.00, 12, 1
27999, 1683109156, 2023/5/3 10:19:16, 41.40, 22.30, 203.06, 1799.63, 4052.73, 33.32, 22.33, 624.00, 13, 1
29999, 1683109158, 2023/5/3 10:19:18, 41.40, 22.30, 204.75, 1799.81, 4052.73, 33.32, 22.33, 624.00, 14, 1
32000, 1683109160, 2023/5/3 10:19:20, 41.40, 22.30, 206.63, 1799.81, 3989.26, 33.32, 22.33, 624.00, 15, 1
33999, 1683109162, 2023/5/3 10:19:22, 41.40, 22.30, 208.50, 1799.81, 3984.37, 33.32, 22.33, 624.00, 16, 1
35998, 1683109164, 2023/5/3 10:19:24, 41.40, 22.30, 210.38, 1799.81, 3989.26, 33.32, 22.33, 624.00, 17, 1
37999, 1683109166, 2023/5/3 10:19:26, 41.40, 22.30, 212.25, 1799.81, 4062.50, 33.32, 22.33, 624.00, 18, 1
39999, 1683109168, 2023/5/3 10:19:28, 41.40, 22.30, 214.13, 1800.00, 4057.62, 33.32, 22.33, 624.00, 19, 1
41999, 1683109170, 2023/5/3 10:19:30, 41.50, 22.30, 216.00, 1800.38, 4057.62, 33.32, 22.33, 624.00, 20, 1
43999, 1683109172, 2023/5/3 10:19:32, 41.50, 22.30, 217.69, 1800.56, 4052.73, 32.14, 22.61, 593.00, 21, 1
46000, 1683109174, 2023/5/3 10:19:34, 41.50, 22.30, 219.56, 1800.75, 4052.73, 32.14, 22.61, 593.00, 22, 1
47998, 1683109176, 2023/5/3 10:19:36, 41.50, 22.30, 221.25, 1801.13, 4052.73, 32.14, 22.61, 593.00, 23, 1
49999, 1683109178, 2023/5/3 10:19:38, 41.60, 22.30, 222.94, 1801.50, 4052.73, 32.14, 22.61, 593.00, 24, 1
51999, 1683109180, 2023/5/3 10:19:40, 41.60, 22.30, 224.81, 1801.69, 3984.37, 32.14, 22.61, 593.00, 25, 1
53998, 1683109182, 2023/5/3 10:19:42, 41.60, 22.30, 226.50, 1801.88, 3984.37, 32.14, 22.61, 593.00, 26, 1
55999, 1683109184, 2023/5/3 10:19:44, 41.50, 22.30, 228.19, 1802.25, 3984.37, 32.14, 22.61, 593.00, 27, 1
57999, 1683109186, 2023/5/3 10:19:46, 41.50, 22.30, 229.69, 1802.25, 4057.62, 32.14, 22.61, 593.00, 28, 1
59999, 1683109188, 2023/5/3 10:19:48, 41.60, 22.30, 231.38, 1802.63, 4057.62, 32.14, 22.61, 593.00, 29, 1
61999, 1683109190, 2023/5/3 10:19:50, 41.50, 22.30, 232.69, 1803.00, 4057.62, 32.14, 22.61, 593.00, 30, 1
63998, 1683109192, 2023/5/3 10:19:52, 41.50, 22.30, 234.19, 1803.38, 4047.85, 31.65, 22.90, 590.00, 31, 1
65999, 1683109194, 2023/5/3 10:19:54, 41.60, 22.30, 235.50, 1803.75, 4047.85, 31.65, 22.90, 590.00, 32, 1
67999, 1683109196, 2023/5/3 10:19:56, 41.60, 22.30, 236.81, 1804.13, 4047.85, 31.65, 22.90, 590.00, 33, 1
69999, 1683109198, 2023/5/3 10:19:58, 41.50, 22.20, 238.31, 1804.50, 4047.85, 31.65, 22.90, 590.00, 34, 1
71999, 1683109200, 2023/5/3 10:20:0, 41.60, 22.20, 239.63, 1804.88, 3984.37, 31.65, 22.90, 590.00, 35, 1
73999, 1683109202, 2023/5/3 10:20:2, 41.60, 22.20, 240.75, 1805.25, 3979.49, 31.65, 22.90, 590.00, 36, 1
75999, 1683109204, 2023/5/3 10:20:4, 41.60, 22.20, 242.06, 1805.63, 3984.37, 31.65, 22.90, 590.00, 37, 1
77999, 1683109206, 2023/5/3 10:20:6, 41.60, 22.20, 243.38, 1806.00, 4057.62, 31.65, 22.90, 590.00, 38, 1
79998, 1683109208, 2023/5/3 10:20:8, 41.50, 22.20, 244.50, 1806.38, 4057.62, 31.65, 22.90, 590.00, 39, 1
81999, 1683109210, 2023/5/3 10:20:10, 41.50, 22.20, 245.81, 1807.13, 4057.62, 31.65, 22.90, 590.00, 40, 1
83999, 1683109212, 2023/5/3 10:20:12, 41.50, 22.20, 246.94, 1807.50, 4047.85, 31.13, 23.21, 594.00, 41, 1
85999, 1683109214, 2023/5/3 10:20:14, 41.50, 22.20, 248.06, 1807.69, 4047.85, 31.13, 23.21, 594.00, 42, 1
87999, 1683109216, 2023/5/3 10:20:16, 41.50, 22.20, 249.00, 1808.44, 4047.85, 31.13, 23.21, 594.00, 43, 1
89999, 1683109218, 2023/5/3 10:20:18, 41.60, 22.20, 250.12, 1808.63, 4047.85, 31.13, 23.21, 594.00, 44, 1
92000, 1683109220, 2023/5/3 10:20:20, 41.50, 22.20, 251.25, 1809.38, 3979.49, 31.13, 23.21, 594.00, 45, 1
93999, 1683109222, 2023/5/3 10:20:22, 41.50, 22.20, 252.19, 1809.56, 3979.49, 31.13, 23.21, 594.00, 46, 1
96000, 1683109224, 2023/5/3 10:20:24, 41.60, 22.20, 252.94, 1810.13, 3979.49, 31.13, 23.21, 594.00, 47, 1
97999, 1683109226, 2023/5/3 10:20:26, 41.60, 22.20, 253.87, 1810.50, 4052.73, 31.13, 23.21, 594.00, 48, 1
99999, 1683109228, 2023/5/3 10:20:28, 41.60, 22.20, 254.63, 1811.06, 4052.73, 31.13, 23.21, 594.00, 49, 1
101998, 1683109230, 2023/5/3 10:20:30, 41.60, 22.20, 255.56, 1811.25, 4052.73, 31.13, 23.21, 594.00, 50, 1
103999, 1683109232, 2023/5/3 10:20:32, 41.60, 22.20, 256.13, 1812.00, 4047.85, 30.52, 23.50, 588.00, 51, 1
105999, 1683109234, 2023/5/3 10:20:34, 41.60, 22.20, 256.88, 1812.56, 4042.97, 30.52, 23.50, 588.00, 52, 1
107999, 1683109236, 2023/5/3 10:20:36, 41.60, 22.20, 257.63, 1813.13, 4042.97, 30.52, 23.50, 588.00, 53, 1
110000, 1683109238, 2023/5/3 10:20:38, 41.60, 22.20, 258.38, 1813.50, 4042.97, 30.52, 23.50, 588.00, 54, 1
112000, 1683109240, 2023/5/3 10:20:40, 41.50, 22.20, 259.13, 1814.06, 3979.49, 30.52, 23.50, 588.00, 55, 1
113999, 1683109242, 2023/5/3 10:20:42, 41.50, 22.20, 259.88, 1814.63, 3979.49, 30.52, 23.50, 588.00, 56, 1
115998, 1683109244, 2023/5/3 10:20:44, 41.60, 22.20, 260.63, 1815.00, 3984.37, 30.52, 23.50, 588.00, 57, 1
117999, 1683109246, 2023/5/3 10:20:46, 41.60, 22.20, 261.38, 1815.75, 4052.73, 30.52, 23.50, 588.00, 58, 1
119999, 1683109248, 2023/5/3 10:20:48, 41.60, 22.20, 262.13, 1816.31, 4052.73, 30.52, 23.50, 588.00, 59, 1
121998, 1683109250, 2023/5/3 10:20:50, 41.60, 22.20, 262.88, 1816.69, 4052.73, 30.52, 23.50, 588.00, 60, 1
123999, 1683109252, 2023/5/3 10:20:52, 41.60, 22.20, 263.63, 1817.25, 4042.97, 30.04, 23.78, 590.00, 61, 1
125999, 1683109254, 2023/5/3 10:20:54, 41.60, 22.20, 264.38, 1817.63, 4042.97, 30.04, 23.78, 590.00, 62, 1
127998, 1683109256, 2023/5/3 10:20:56, 41.60, 22.20, 264.94, 1818.19, 4042.97, 30.04, 23.78, 590.00, 63, 1
129999, 1683109258, 2023/5/3 10:20:58, 41.60, 22.20, 265.69, 1818.75, 4042.97, 30.04, 23.78, 590.00, 64, 1
131999, 1683109260, 2023/5/3 10:21:0, 41.60, 22.20, 266.06, 1819.50, 4042.97, 30.04, 23.78, 590.00, 65, 1
133999, 1683109262, 2023/5/3 10:21:2, 41.60, 22.20, 266.44, 1819.50, 4042.97, 30.04, 23.78, 590.00, 66, 1
135999, 1683109264, 2023/5/3 10:21:4, 41.60, 22.20, 266.81, 1820.25, 3979.49, 30.04, 23.78, 590.00, 67, 1
138000, 1683109266, 2023/5/3 10:21:6, 41.60, 22.20, 267.00, 1820.81, 4052.73, 30.04, 23.78, 590.00, 68, 1
140000, 1683109268, 2023/5/3 10:21:8, 41.60, 22.20, 267.38, 1821.19, 4052.73, 30.04, 23.78, 590.00, 69, 1
141999, 1683109270, 2023/5/3 10:21:10, 41.60, 22.20, 267.56, 1821.75, 4052.73, 30.04, 23.78, 590.00, 70, 1
143998, 1683109272, 2023/5/3 10:21:12, 41.60, 22.20, 267.75, 1822.13, 4042.97, 29.56, 24.03, 587.00, 71, 1
145999, 1683109274, 2023/5/3 10:21:14, 41.60, 22.20, 267.94, 1822.69, 4042.97, 29.56, 24.03, 587.00, 72, 1
147999, 1683109276, 2023/5/3 10:21:16, 41.60, 22.20, 268.13, 1823.25, 4042.97, 29.56, 24.03, 587.00, 73, 1
149999, 1683109278, 2023/5/3 10:21:18, 41.60, 22.20, 268.50, 1824.00, 4042.97, 29.56, 24.03, 587.00, 74, 1
151999, 1683109280, 2023/5/3 10:21:20, 41.60, 22.20, 269.06, 1824.56, 3974.61, 29.56, 24.03, 587.00, 75, 1
153999, 1683109282, 2023/5/3 10:21:22, 41.60, 22.20, 269.44, 1825.13, 3974.61, 29.56, 24.03, 587.00, 76, 1
156000, 1683109284, 2023/5/3 10:21:24, 41.60, 22.20, 269.81, 1825.50, 3974.61, 29.56, 24.03, 587.00, 77, 1
158000, 1683109286, 2023/5/3 10:21:26, 41.60, 22.20, 270.19, 1826.06, 4047.85, 29.56, 24.03, 587.00, 78, 1
160000, 1683109288, 2023/5/3 10:21:28, 41.60, 22.20, 270.56, 1826.44, 4047.85, 29.56, 24.03, 587.00, 79, 1
161999, 1683109290, 2023/5/3 10:21:30, 41.60, 22.20, 270.75, 1827.00, 4047.85, 29.56, 24.03, 587.00, 80, 1
163999, 1683109292, 2023/5/3 10:21:32, 41.60, 22.20, 270.94, 1827.38, 4042.97, 29.03, 24.26, 585.00, 81, 1
165999, 1683109294, 2023/5/3 10:21:34, 41.50, 22.20, 271.31, 1827.56, 4042.97, 29.03, 24.26, 585.00, 82, 1
167999, 1683109296, 2023/5/3 10:21:36, 41.50, 22.20, 271.50, 1827.94, 4042.97, 29.03, 24.26, 585.00, 83, 1
169999, 1683109298, 2023/5/3 10:21:38, 41.50, 22.20, 271.69, 1828.69, 4038.09, 29.03, 24.26, 585.00, 84, 1
172000, 1683109300, 2023/5/3 10:21:40, 41.50, 22.20, 271.88, 1828.69, 4042.97, 29.03, 24.26, 585.00, 85, 1
174000, 1683109302, 2023/5/3 10:21:42, 41.50, 22.20, 271.88, 1829.25, 4042.97, 29.03, 24.26, 585.00, 86, 1
176000, 1683109304, 2023/5/3 10:21:44, 41.50, 22.20, 271.88, 1829.63, 4038.09, 29.03, 24.26, 585.00, 87, 1
177999, 1683109306, 2023/5/3 10:21:46, 41.50, 22.20, 271.88, 1830.00, 4047.85, 29.03, 24.26, 585.00, 88, 1
179999, 1683109308, 2023/5/3 10:21:48, 41.60, 22.20, 272.06, 1830.19, 4047.85, 29.03, 24.26, 585.00, 89, 1
181999, 1683109310, 2023/5/3 10:21:50, 41.60, 22.20, 272.06, 1830.75, 4047.85, 29.03, 24.26, 585.00, 90, 1
183999, 1683109312, 2023/5/3 10:21:52, 41.50, 22.20, 272.25, 1831.13, 4038.09, 28.60, 24.46, 589.00, 91, 1
185999, 1683109314, 2023/5/3 10:21:54, 41.60, 22.20, 272.44, 1831.50, 4038.09, 28.60, 24.46, 589.00, 92, 1
187999, 1683109316, 2023/5/3 10:21:56, 41.60, 22.20, 272.63, 1832.06, 4038.09, 28.60, 24.46, 589.00, 93, 1
189999, 1683109318, 2023/5/3 10:21:58, 41.50, 22.20, 272.81, 1832.44, 4038.09, 28.60, 24.46, 589.00, 94, 1
192000, 1683109320, 2023/5/3 10:22:0, 41.50, 22.20, 273.00, 1833.00, 4038.09, 28.60, 24.46, 589.00, 95, 1
193999, 1683109322, 2023/5/3 10:22:2, 41.50, 22.20, 273.00, 1833.38, 3979.49, 28.60, 24.46, 589.00, 96, 1
195999, 1683109324, 2023/5/3 10:22:4, 41.50, 22.20, 273.19, 1833.94, 3969.73, 28.60, 24.46, 589.00, 97, 1
197999, 1683109326, 2023/5/3 10:22:6, 41.50, 22.20, 273.19, 1834.31, 4047.85, 28.60, 24.46, 589.00, 98, 1
200000, 1683109328, 2023/5/3 10:22:8, 41.50, 22.20, 273.38, 1835.06, 4047.85, 28.60, 24.46, 589.00, 99, 1
201999, 1683109330, 2023/5/3 10:22:10, 41.50, 22.20, 273.38, 1835.25, 4047.85, 28.60, 24.46, 589.00, 100, 1
203999, 1683109332, 2023/5/3 10:22:12, 41.50, 22.20, 273.19, 1835.63, 4038.09, 28.15, 24.70, 582.00, 101, 1
205999, 1683109334, 2023/5/3 10:22:14, 41.50, 22.20, 273.00, 1835.81, 4038.09, 28.15, 24.70, 582.00, 102, 1
207998, 1683109336, 2023/5/3 10:22:16, 41.50, 22.20, 273.00, 1836.19, 4038.09, 28.15, 24.70, 582.00, 103, 1
209999, 1683109338, 2023/5/3 10:22:18, 41.50, 22.20, 272.63, 1836.75, 4038.09, 28.15, 24.70, 582.00, 104, 1
211999, 1683109340, 2023/5/3 10:22:20, 41.50, 22.20, 272.63, 1837.13, 4038.09, 28.15, 24.70, 582.00, 105, 1
213999, 1683109342, 2023/5/3 10:22:22, 41.50, 22.20, 272.44, 1837.31, 3974.61, 28.15, 24.70, 582.00, 106, 1
215999, 1683109344, 2023/5/3 10:22:24, 41.50, 22.20, 272.25, 1837.88, 3969.73, 28.15, 24.70, 582.00, 107, 1
217999, 1683109346, 2023/5/3 10:22:26, 41.50, 22.20, 272.25, 1838.25, 4047.85, 28.15, 24.70, 582.00, 108, 1
219999, 1683109348, 2023/5/3 10:22:28, 41.60, 22.20, 272.06, 1838.63, 4047.85, 28.15, 24.70, 582.00, 109, 1
221999, 1683109350, 2023/5/3 10:22:30, 41.50, 22.20, 271.69, 1838.81, 4047.85, 28.15, 24.70, 582.00, 110, 1
224000, 1683109352, 2023/5/3 10:22:32, 41.50, 22.20, 271.69, 1839.19, 4038.09, 27.76, 24.90, 581.00, 111, 1
225999, 1683109354, 2023/5/3 10:22:34, 41.60, 22.30, 271.50, 1839.75, 4038.09, 27.76, 24.90, 581.00, 112, 1
227999, 1683109356, 2023/5/3 10:22:36, 41.50, 22.20, 271.31, 1840.13, 4038.09, 27.76, 24.90, 581.00, 113, 1
229999, 1683109358, 2023/5/3 10:22:38, 41.60, 22.20, 271.31, 1840.69, 4038.09, 27.76, 24.90, 581.00, 114, 1
232000, 1683109360, 2023/5/3 10:22:40, 41.50, 22.30, 271.13, 1840.69, 3969.73, 27.76, 24.90, 581.00, 115, 1
233999, 1683109362, 2023/5/3 10:22:42, 41.50, 22.30, 270.94, 1841.25, 3969.73, 27.76, 24.90, 581.00, 116, 1
236000, 1683109364, 2023/5/3 10:22:44, 41.50, 22.30, 270.75, 1841.63, 3969.73, 27.76, 24.90, 581.00, 117, 1
237999, 1683109366, 2023/5/3 10:22:46, 41.50, 22.30, 270.56, 1842.19, 4047.85, 27.76, 24.90, 581.00, 118, 1
240000, 1683109368, 2023/5/3 10:22:48, 41.50, 22.30, 270.56, 1842.75, 4042.97, 27.76, 24.90, 581.00, 119, 1
