SN:3K430000011413 BD:Apr 19 2021 VC:7d9ffae MD5:34e03199e6006f2831fb02c414d62259
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,     RD0_raw_us,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd,             HZ,          HZ_sd,         Batt_v,      Batt_v_sd,        BattPer,     BattPer_sd, Temp_Status_mA,Analyzer_Status_mA,       Fit_Flag,      MIU_VALVE,       MIU_DESC
08/09/2023 16:07:09.368, 2.01797e+0, 0.00000e+0, 4.71217e+2, 0.00000e+0, 1.44720e+4, 0.00000e+0, 2.04760e+0, 0.00000e+0, 4.78136e+2, 0.00000e+0, 5.00339e+2, 0.00000e+0, 3.47691e+1, 0.00000e+0, 3.35266e+1, 0.00000e+0, 3.23507e+0, 0.00000e+0, 3.13881e+0, 0.00000e+0, 0.00000e+0, -9.42264e-1, 0.00000e+0, -4.60042e+0, 0.00000e+0, 9.97009e-1, 0.00000e+0, 4.75703e+0, 0.00000e+0, 6.88711e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:10.359, 2.01759e+0, 0.00000e+0, 4.72268e+2, 0.00000e+0, 1.44456e+4, 0.00000e+0, 2.04716e+0, 0.00000e+0, 4.79190e+2, 0.00000e+0, 5.00333e+2, 0.00000e+0, 3.47672e+1, 0.00000e+0, 3.35250e+1, 0.00000e+0, 3.23478e+0, 0.00000e+0, 3.13916e+0, 0.00000e+0, 0.00000e+0, -9.42264e-1, 0.00000e+0, -4.60042e+0, 0.00000e+0, 1.01833e+0, 0.00000e+0, 4.75597e+0, 0.00000e+0, 6.88075e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:11.303, 2.01774e+0, 0.00000e+0, 4.71066e+2, 0.00000e+0, 1.44338e+4, 0.00000e+0, 2.04729e+0, 0.00000e+0, 4.77965e+2, 0.00000e+0, 5.00341e+2, 0.00000e+0, 3.47653e+1, 0.00000e+0, 3.35144e+1, 0.00000e+0, 3.23501e+0, 0.00000e+0, 3.13952e+0, 0.00000e+0, 0.00000e+0, -9.42283e-1, 0.00000e+0, -4.60046e+0, 0.00000e+0, 1.05152e+0, 0.00000e+0, 4.75701e+0, 0.00000e+0, 6.88697e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:12.298, 2.01770e+0, 0.00000e+0, 4.69337e+2, 0.00000e+0, 1.44436e+4, 0.00000e+0, 2.04727e+0, 0.00000e+0, 4.76215e+2, 0.00000e+0, 5.00414e+2, 0.00000e+0, 3.47639e+1, 0.00000e+0, 3.35228e+1, 0.00000e+0, 3.23539e+0, 0.00000e+0, 3.13953e+0, 0.00000e+0, 0.00000e+0, -9.42283e-1, 0.00000e+0, -4.60046e+0, 0.00000e+0, 1.00705e+0, 0.00000e+0, 4.75634e+0, 0.00000e+0, 6.88297e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:13.292, 2.01847e+0, 0.00000e+0, 4.68034e+2, 0.00000e+0, 1.44768e+4, 0.00000e+0, 2.04812e+0, 0.00000e+0, 4.74910e+2, 0.00000e+0, 5.00327e+2, 0.00000e+0, 3.47585e+1, 0.00000e+0, 3.35191e+1, 0.00000e+0, 3.23484e+0, 0.00000e+0, 3.13827e+0, 0.00000e+0, 0.00000e+0, -9.42298e-1, 0.00000e+0, -4.60050e+0, 0.00000e+0, 1.00100e+0, 0.00000e+0, 4.75632e+0, 0.00000e+0, 6.88288e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:14.287, 2.01762e+0, 0.00000e+0, 4.71499e+2, 0.00000e+0, 1.44357e+4, 0.00000e+0, 2.04717e+0, 0.00000e+0, 4.78405e+2, 0.00000e+0, 5.00300e+2, 0.00000e+0, 3.47568e+1, 0.00000e+0, 3.35225e+1, 0.00000e+0, 3.23556e+0, 0.00000e+0, 3.13911e+0, 0.00000e+0, 0.00000e+0, -9.42298e-1, 0.00000e+0, -4.60050e+0, 0.00000e+0, 1.01215e+0, 0.00000e+0, 4.75635e+0, 0.00000e+0, 6.88302e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:15.281, 2.01736e+0, 0.00000e+0, 4.69088e+2, 0.00000e+0, 1.44562e+4, 0.00000e+0, 2.04695e+0, 0.00000e+0, 4.75968e+2, 0.00000e+0, 5.00332e+2, 0.00000e+0, 3.47545e+1, 0.00000e+0, 3.35266e+1, 0.00000e+0, 3.23540e+0, 0.00000e+0, 3.13865e+0, 0.00000e+0, 0.00000e+0, -9.42313e-1, 0.00000e+0, -4.60055e+0, 0.00000e+0, 1.00705e+0, 0.00000e+0, 4.75652e+0, 0.00000e+0, 6.88402e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:16.275, 2.01806e+0, 0.00000e+0, 4.68059e+2, 0.00000e+0, 1.44697e+4, 0.00000e+0, 2.04769e+0, 0.00000e+0, 4.74931e+2, 0.00000e+0, 5.00359e+2, 0.00000e+0, 3.47581e+1, 0.00000e+0, 3.35185e+1, 0.00000e+0, 3.23511e+0, 0.00000e+0, 3.13993e+0, 0.00000e+0, 0.00000e+0, -9.42313e-1, 0.00000e+0, -4.60055e+0, 0.00000e+0, 1.00806e+0, 0.00000e+0, 4.75602e+0, 0.00000e+0, 6.88108e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:17.271, 2.01852e+0, 0.00000e+0, 4.62899e+2, 0.00000e+0, 1.44798e+4, 0.00000e+0, 2.04818e+0, 0.00000e+0, 4.69700e+2, 0.00000e+0, 5.00304e+2, 0.00000e+0, 3.47529e+1, 0.00000e+0, 3.35193e+1, 0.00000e+0, 3.23512e+0, 0.00000e+0, 3.13959e+0, 0.00000e+0, 0.00000e+0, -9.42328e-1, 0.00000e+0, -4.60058e+0, 0.00000e+0, 9.99001e-1, 0.00000e+0, 4.75535e+0, 0.00000e+0, 6.87707e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:18.274, 2.01686e+0, 0.00000e+0, 4.56857e+2, 0.00000e+0, 1.44540e+4, 0.00000e+0, 2.04644e+0, 0.00000e+0, 4.63558e+2, 0.00000e+0, 5.00270e+2, 0.00000e+0, 3.47504e+1, 0.00000e+0, 3.35139e+1, 0.00000e+0, 3.23556e+0, 0.00000e+0, 3.13950e+0, 0.00000e+0, 0.00000e+0, -9.42328e-1, 0.00000e+0, -4.60058e+0, 0.00000e+0, 1.00503e+0, 0.00000e+0, 4.75350e+0, 0.00000e+0, 6.86610e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:19.270, 2.01794e+0, 0.00000e+0, 4.54500e+2, 0.00000e+0, 1.44599e+4, 0.00000e+0, 2.04755e+0, 0.00000e+0, 4.61169e+2, 0.00000e+0, 5.00352e+2, 0.00000e+0, 3.47496e+1, 0.00000e+0, 3.35127e+1, 0.00000e+0, 3.23569e+0, 0.00000e+0, 3.14042e+0, 0.00000e+0, 0.00000e+0, -9.42341e-1, 0.00000e+0, -4.60062e+0, 0.00000e+0, 1.00000e+0, 0.00000e+0, 4.75480e+0, 0.00000e+0, 6.87381e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:20.269, 2.01779e+0, 0.00000e+0, 4.54153e+2, 0.00000e+0, 1.44539e+4, 0.00000e+0, 2.04738e+0, 0.00000e+0, 4.60814e+2, 0.00000e+0, 5.00402e+2, 0.00000e+0, 3.47478e+1, 0.00000e+0, 3.35058e+1, 0.00000e+0, 3.23513e+0, 0.00000e+0, 3.13871e+0, 0.00000e+0, 0.00000e+0, -9.42341e-1, 0.00000e+0, -4.60062e+0, 0.00000e+0, 1.00604e+0, 0.00000e+0, 4.75502e+0, 0.00000e+0, 6.87510e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:21.274, 2.01744e+0, 0.00000e+0, 4.54544e+2, 0.00000e+0, 1.44832e+4, 0.00000e+0, 2.04709e+0, 0.00000e+0, 4.61224e+2, 0.00000e+0, 5.00302e+2, 0.00000e+0, 3.47458e+1, 0.00000e+0, 3.35107e+1, 0.00000e+0, 3.23565e+0, 0.00000e+0, 3.13998e+0, 0.00000e+0, 0.00000e+0, -9.42354e-1, 0.00000e+0, -4.60066e+0, 0.00000e+0, 9.92063e-1, 0.00000e+0, 4.75500e+0, 0.00000e+0, 6.87497e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:22.263, 2.01783e+0, 0.00000e+0, 4.55356e+2, 0.00000e+0, 1.44769e+4, 0.00000e+0, 2.04747e+0, 0.00000e+0, 4.62045e+2, 0.00000e+0, 5.00278e+2, 0.00000e+0, 3.47403e+1, 0.00000e+0, 3.35142e+1, 0.00000e+0, 3.23553e+0, 0.00000e+0, 3.13876e+0, 0.00000e+0, 0.00000e+0, -9.42354e-1, 0.00000e+0, -4.60066e+0, 0.00000e+0, 1.01420e+0, 0.00000e+0, 4.75414e+0, 0.00000e+0, 6.86988e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:23.281, 2.01638e+0, 0.00000e+0, 4.57220e+2, 0.00000e+0, 1.44470e+4, 0.00000e+0, 2.04594e+0, 0.00000e+0, 4.63922e+2, 0.00000e+0, 5.00389e+2, 0.00000e+0, 3.47358e+1, 0.00000e+0, 3.35103e+1, 0.00000e+0, 3.23478e+0, 0.00000e+0, 3.14023e+0, 0.00000e+0, 0.00000e+0, -9.42365e-1, 0.00000e+0, -4.60068e+0, 0.00000e+0, 9.80392e-1, 0.00000e+0, 4.75372e+0, 0.00000e+0, 6.86737e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:24.276, 2.01744e+0, 0.00000e+0, 4.60121e+2, 0.00000e+0, 1.44426e+4, 0.00000e+0, 2.04701e+0, 0.00000e+0, 4.66864e+2, 0.00000e+0, 5.00342e+2, 0.00000e+0, 3.47355e+1, 0.00000e+0, 3.35105e+1, 0.00000e+0, 3.23468e+0, 0.00000e+0, 3.13955e+0, 0.00000e+0, 0.00000e+0, -9.42365e-1, 0.00000e+0, -4.60068e+0, 0.00000e+0, 1.00200e+0, 0.00000e+0, 4.75456e+0, 0.00000e+0, 6.87236e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:25.271, 2.01804e+0, 0.00000e+0, 4.60350e+2, 0.00000e+0, 1.44574e+4, 0.00000e+0, 2.04764e+0, 0.00000e+0, 4.67103e+2, 0.00000e+0, 5.00259e+2, 0.00000e+0, 3.47345e+1, 0.00000e+0, 3.35127e+1, 0.00000e+0, 3.23533e+0, 0.00000e+0, 3.13970e+0, 0.00000e+0, 0.00000e+0, -9.42380e-1, 0.00000e+0, -4.60070e+0, 0.00000e+0, 1.00705e+0, 0.00000e+0, 4.75455e+0, 0.00000e+0, 6.87233e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:26.267, 2.01810e+0, 0.00000e+0, 4.62309e+2, 0.00000e+0, 1.45109e+4, 0.00000e+0, 2.04782e+0, 0.00000e+0, 4.69116e+2, 0.00000e+0, 5.00344e+2, 0.00000e+0, 3.47351e+1, 0.00000e+0, 3.35170e+1, 0.00000e+0, 3.23533e+0, 0.00000e+0, 3.13876e+0, 0.00000e+0, 0.00000e+0, -9.42380e-1, 0.00000e+0, -4.60070e+0, 0.00000e+0, 1.00908e+0, 0.00000e+0, 4.75361e+0, 0.00000e+0, 6.86670e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:27.268, 2.01688e+0, 0.00000e+0, 4.61008e+2, 0.00000e+0, 1.44880e+4, 0.00000e+0, 2.04653e+0, 0.00000e+0, 4.67785e+2, 0.00000e+0, 5.00340e+2, 0.00000e+0, 3.47369e+1, 0.00000e+0, 3.35100e+1, 0.00000e+0, 3.23452e+0, 0.00000e+0, 3.13964e+0, 0.00000e+0, 0.00000e+0, -9.42380e-1, 0.00000e+0, -4.60071e+0, 0.00000e+0, 9.96016e-1, 0.00000e+0, 4.75168e+0, 0.00000e+0, 6.85523e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:28.264, 2.01771e+0, 0.00000e+0, 4.57797e+2, 0.00000e+0, 1.44414e+4, 0.00000e+0, 2.04727e+0, 0.00000e+0, 4.64506e+2, 0.00000e+0, 5.00338e+2, 0.00000e+0, 3.47365e+1, 0.00000e+0, 3.35062e+1, 0.00000e+0, 3.23535e+0, 0.00000e+0, 3.13934e+0, 0.00000e+0, 0.00000e+0, -9.42393e-1, 0.00000e+0, -4.60073e+0, 0.00000e+0, 9.91080e-1, 0.00000e+0, 4.75201e+0, 0.00000e+0, 6.85722e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:29.263, 2.01830e+0, 0.00000e+0, 4.57000e+2, 0.00000e+0, 1.44932e+4, 0.00000e+0, 2.04799e+0, 0.00000e+0, 4.63721e+2, 0.00000e+0, 5.00319e+2, 0.00000e+0, 3.47351e+1, 0.00000e+0, 3.35008e+1, 0.00000e+0, 3.23504e+0, 0.00000e+0, 3.13862e+0, 0.00000e+0, 0.00000e+0, -9.42393e-1, 0.00000e+0, -4.60073e+0, 0.00000e+0, 1.00200e+0, 0.00000e+0, 4.75282e+0, 0.00000e+0, 6.86203e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:30.263, 2.01710e+0, 0.00000e+0, 4.53477e+2, 0.00000e+0, 1.44750e+4, 0.00000e+0, 2.04673e+0, 0.00000e+0, 4.60137e+2, 0.00000e+0, 5.00334e+2, 0.00000e+0, 3.47318e+1, 0.00000e+0, 3.35142e+1, 0.00000e+0, 3.23523e+0, 0.00000e+0, 3.13881e+0, 0.00000e+0, 0.00000e+0, -9.42393e-1, 0.00000e+0, -4.60074e+0, 0.00000e+0, 1.00705e+0, 0.00000e+0, 4.75308e+0, 0.00000e+0, 6.86358e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:31.268, 2.01888e+0, 0.00000e+0, 4.49371e+2, 0.00000e+0, 1.44620e+4, 0.00000e+0, 2.04851e+0, 0.00000e+0, 4.55965e+2, 0.00000e+0, 5.00346e+2, 0.00000e+0, 3.47272e+1, 0.00000e+0, 3.35034e+1, 0.00000e+0, 3.23468e+0, 0.00000e+0, 3.13925e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60076e+0, 0.00000e+0, 9.95025e-1, 0.00000e+0, 4.75263e+0, 0.00000e+0, 6.86091e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:32.264, 2.01828e+0, 0.00000e+0, 4.47965e+2, 0.00000e+0, 1.44517e+4, 0.00000e+0, 2.04787e+0, 0.00000e+0, 4.54534e+2, 0.00000e+0, 5.00383e+2, 0.00000e+0, 3.47258e+1, 0.00000e+0, 3.34940e+1, 0.00000e+0, 3.23460e+0, 0.00000e+0, 3.13853e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60076e+0, 0.00000e+0, 1.01317e+0, 0.00000e+0, 4.75146e+0, 0.00000e+0, 6.85390e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:33.267, 2.01748e+0, 0.00000e+0, 4.47511e+2, 0.00000e+0, 1.44171e+4, 0.00000e+0, 2.04699e+0, 0.00000e+0, 4.54057e+2, 0.00000e+0, 5.00262e+2, 0.00000e+0, 3.47190e+1, 0.00000e+0, 3.34939e+1, 0.00000e+0, 3.23514e+0, 0.00000e+0, 3.13848e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60077e+0, 0.00000e+0, 9.98004e-1, 0.00000e+0, 4.74966e+0, 0.00000e+0, 6.84320e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:34.270, 2.01727e+0, 0.00000e+0, 4.47896e+2, 0.00000e+0, 1.44952e+4, 0.00000e+0, 2.04694e+0, 0.00000e+0, 4.54484e+2, 0.00000e+0, 5.00377e+2, 0.00000e+0, 3.47159e+1, 0.00000e+0, 3.35005e+1, 0.00000e+0, 3.23541e+0, 0.00000e+0, 3.13943e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60077e+0, 0.00000e+0, 9.91080e-1, 0.00000e+0, 4.75063e+0, 0.00000e+0, 6.84897e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:35.271, 2.01733e+0, 0.00000e+0, 4.48643e+2, 0.00000e+0, 1.44660e+4, 0.00000e+0, 2.04694e+0, 0.00000e+0, 4.55228e+2, 0.00000e+0, 5.00389e+2, 0.00000e+0, 3.47117e+1, 0.00000e+0, 3.34940e+1, 0.00000e+0, 3.23531e+0, 0.00000e+0, 3.13967e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60077e+0, 0.00000e+0, 1.00100e+0, 0.00000e+0, 4.75175e+0, 0.00000e+0, 6.85568e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
08/09/2023 16:07:36.265, 2.01857e+0, 0.00000e+0, 4.47299e+2, 0.00000e+0, 1.44848e+4, 0.00000e+0, 2.04824e+0, 0.00000e+0, 4.53873e+2, 0.00000e+0, 5.00323e+2, 0.00000e+0, 3.47119e+1, 0.00000e+0, 3.34983e+1, 0.00000e+0, 3.23454e+0, 0.00000e+0, 3.13973e+0, 0.00000e+0, 0.00000e+0, -9.42406e-1, 0.00000e+0, -4.60079e+0, 0.00000e+0, 1.00806e+0, 0.00000e+0, 4.74963e+0, 0.00000e+0, 6.84305e+1, 0.00000e+0, 2.00000e+1, 1.80000e+1, 3, -1, Disabled
