millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle
129999, 1683282829, 2023/5/5 10:33:49, 45.80, 21.50, 228.94, 1786.13, 4116.21, 37.57, 22.82, 722.00, 64, 1
131999, 1683282831, 2023/5/5 10:33:51, 45.70, 21.50, 228.94, 1786.31, 4116.21, 37.57, 22.82, 722.00, 65, 1
133999, 1683282833, 2023/5/5 10:33:53, 45.70, 21.50, 228.94, 1786.31, 4116.21, 37.57, 22.82, 722.00, 66, 1
135999, 1683282835, 2023/5/5 10:33:55, 45.70, 21.50, 228.94, 1786.50, 4116.21, 37.57, 22.82, 722.00, 67, 1
137998, 1683282837, 2023/5/5 10:33:57, 45.70, 21.50, 228.94, 1786.69, 4121.09, 37.57, 22.82, 722.00, 68, 1
140000, 1683282839, 2023/5/5 10:33:59, 45.70, 21.50, 228.94, 1786.88, 4121.09, 37.57, 22.82, 722.00, 69, 1
141999, 1683282841, 2023/5/5 10:34:1, 45.60, 21.50, 229.13, 1786.88, 4116.21, 37.57, 22.82, 722.00, 70, 1
144000, 1683282843, 2023/5/5 10:34:3, 45.50, 21.50, 229.31, 1787.25, 4116.21, 37.15, 22.98, 720.00, 71, 1
145998, 1683282845, 2023/5/5 10:34:5, 45.70, 21.60, 229.50, 1787.25, 4116.21, 37.15, 22.98, 720.00, 72, 1
147999, 1683282847, 2023/5/5 10:34:7, 45.90, 21.50, 229.31, 1787.63, 4116.21, 37.15, 22.98, 720.00, 73, 1
149999, 1683282849, 2023/5/5 10:34:9, 45.90, 21.50, 229.31, 1787.63, 4116.21, 37.15, 22.98, 720.00, 74, 1
151999, 1683282851, 2023/5/5 10:34:11, 45.90, 21.50, 229.31, 1787.81, 4116.21, 37.15, 22.98, 720.00, 75, 1
153999, 1683282853, 2023/5/5 10:34:13, 45.80, 21.50, 229.13, 1787.81, 4116.21, 37.15, 22.98, 720.00, 76, 1
156000, 1683282855, 2023/5/5 10:34:15, 45.70, 21.50, 229.13, 1788.00, 4116.21, 37.15, 22.98, 720.00, 77, 1
158000, 1683282857, 2023/5/5 10:34:17, 45.60, 21.60, 228.94, 1788.00, 4121.09, 37.15, 22.98, 720.00, 78, 1
159998, 1683282859, 2023/5/5 10:34:19, 45.50, 21.60, 228.94, 1788.19, 4116.21, 37.15, 22.98, 720.00, 79, 1
161999, 1683282861, 2023/5/5 10:34:21, 45.40, 21.50, 229.13, 1788.38, 4116.21, 37.15, 22.98, 720.00, 80, 1
163999, 1683282863, 2023/5/5 10:34:23, 45.40, 21.60, 229.13, 1788.38, 4111.33, 36.48, 23.12, 710.00, 81, 1
165999, 1683282865, 2023/5/5 10:34:25, 45.40, 21.60, 229.13, 1788.38, 4111.33, 36.48, 23.12, 710.00, 82, 1
167999, 1683282867, 2023/5/5 10:34:27, 45.40, 21.60, 229.13, 1788.38, 4111.33, 36.48, 23.12, 710.00, 83, 1
169999, 1683282869, 2023/5/5 10:34:29, 45.40, 21.60, 229.13, 1788.38, 4111.33, 36.48, 23.12, 710.00, 84, 1
171999, 1683282871, 2023/5/5 10:34:31, 45.40, 21.60, 229.31, 1788.56, 4111.33, 36.48, 23.12, 710.00, 85, 1
173999, 1683282873, 2023/5/5 10:34:33, 45.40, 21.50, 229.13, 1788.56, 4111.33, 36.48, 23.12, 710.00, 86, 1
176000, 1683282875, 2023/5/5 10:34:35, 45.40, 21.50, 229.31, 1789.13, 4111.33, 36.48, 23.12, 710.00, 87, 1
177999, 1683282877, 2023/5/5 10:34:37, 45.40, 21.60, 229.31, 1788.75, 4116.21, 36.48, 23.12, 710.00, 88, 1
179999, 1683282879, 2023/5/5 10:34:39, 45.50, 21.60, 229.13, 1788.75, 4116.21, 36.48, 23.12, 710.00, 89, 1
182000, 1683282881, 2023/5/5 10:34:41, 45.40, 21.60, 229.13, 1788.94, 4116.21, 36.48, 23.12, 710.00, 90, 1
183999, 1683282883, 2023/5/5 10:34:43, 45.40, 21.60, 228.94, 1788.56, 4111.33, 35.54, 23.23, 639.00, 91, 1
185999, 1683282885, 2023/5/5 10:34:45, 45.30, 21.60, 228.94, 1788.94, 4111.33, 35.54, 23.23, 639.00, 92, 1
187998, 1683282887, 2023/5/5 10:34:47, 45.30, 21.50, 228.75, 1788.94, 4111.33, 35.54, 23.23, 639.00, 93, 1
190000, 1683282889, 2023/5/5 10:34:49, 45.20, 21.60, 228.56, 1788.94, 4111.33, 35.54, 23.23, 639.00, 94, 1
192000, 1683282891, 2023/5/5 10:34:51, 45.20, 21.50, 228.56, 1789.13, 4111.33, 35.54, 23.23, 639.00, 95, 1
193999, 1683282893, 2023/5/5 10:34:53, 45.20, 21.60, 228.38, 1789.31, 4111.33, 35.54, 23.23, 639.00, 96, 1
195999, 1683282895, 2023/5/5 10:34:55, 45.10, 21.50, 228.38, 1789.31, 4111.33, 35.54, 23.23, 639.00, 97, 1
198000, 1683282897, 2023/5/5 10:34:57, 45.10, 21.50, 228.38, 1789.13, 4116.21, 35.54, 23.23, 639.00, 98, 1
199999, 1683282899, 2023/5/5 10:34:59, 45.20, 21.50, 228.19, 1789.13, 4116.21, 35.54, 23.23, 639.00, 99, 1
201999, 1683282901, 2023/5/5 10:35:1, 45.10, 21.60, 228.00, 1789.13, 4116.21, 35.54, 23.23, 639.00, 100, 1
203999, 1683282903, 2023/5/5 10:35:3, 45.00, 21.60, 228.00, 1789.31, 4111.33, 35.25, 23.35, 620.00, 101, 1
206000, 1683282905, 2023/5/5 10:35:5, 45.00, 21.50, 227.81, 1789.31, 4111.33, 35.25, 23.35, 620.00, 102, 1
207998, 1683282907, 2023/5/5 10:35:7, 44.90, 21.50, 227.63, 1789.13, 4111.33, 35.25, 23.35, 620.00, 103, 1
209998, 1683282909, 2023/5/5 10:35:9, 44.90, 21.50, 227.63, 1788.94, 4111.33, 35.25, 23.35, 620.00, 104, 1
211998, 1683282911, 2023/5/5 10:35:11, 44.80, 21.50, 227.44, 1788.75, 4111.33, 35.25, 23.35, 620.00, 105, 1
213999, 1683282913, 2023/5/5 10:35:13, 44.70, 21.50, 227.44, 1788.75, 4111.33, 35.25, 23.35, 620.00, 106, 1
215999, 1683282915, 2023/5/5 10:35:15, 44.70, 21.50, 227.44, 1788.94, 4111.33, 35.25, 23.35, 620.00, 107, 1
217999, 1683282917, 2023/5/5 10:35:17, 44.70, 21.50, 227.44, 1788.94, 4116.21, 35.25, 23.35, 620.00, 108, 1
219999, 1683282919, 2023/5/5 10:35:19, 44.70, 21.50, 227.25, 1788.75, 4116.21, 35.25, 23.35, 620.00, 109, 1
221999, 1683282921, 2023/5/5 10:35:21, 44.80, 21.50, 227.06, 1788.94, 4116.21, 35.25, 23.35, 620.00, 110, 1
223998, 1683282923, 2023/5/5 10:35:23, 44.80, 21.50, 227.06, 1788.94, 4111.33, 34.46, 23.41, 542.00, 111, 1
225999, 1683282925, 2023/5/5 10:35:25, 44.80, 21.50, 226.88, 1789.13, 4111.33, 34.46, 23.41, 542.00, 112, 1
227999, 1683282927, 2023/5/5 10:35:27, 44.80, 21.50, 226.88, 1788.94, 4111.33, 34.46, 23.41, 542.00, 113, 1
229999, 1683282929, 2023/5/5 10:35:29, 44.90, 21.50, 226.88, 1789.31, 4111.33, 34.46, 23.41, 542.00, 114, 1
231999, 1683282931, 2023/5/5 10:35:31, 44.90, 21.50, 226.88, 1788.94, 4111.33, 34.46, 23.41, 542.00, 115, 1
233999, 1683282933, 2023/5/5 10:35:33, 44.90, 21.50, 226.88, 1789.31, 4111.33, 34.46, 23.41, 542.00, 116, 1
235999, 1683282935, 2023/5/5 10:35:35, 44.90, 21.50, 226.88, 1789.31, 4111.33, 34.46, 23.41, 542.00, 117, 1
237999, 1683282937, 2023/5/5 10:35:37, 44.90, 21.50, 226.88, 1789.13, 4116.21, 34.46, 23.41, 542.00, 118, 1
240000, 1683282939, 2023/5/5 10:35:39, 44.90, 21.50, 226.69, 1789.31, 4116.21, 34.46, 23.41, 542.00, 119, 1
241998, 1683282941, 2023/5/5 10:35:41, 44.90, 21.50, 226.69, 1789.13, 4111.33, 34.46, 23.41, 542.00, 120, 1
243999, 1683282943, 2023/5/5 10:35:43, 45.00, 21.50, 226.69, 1789.13, 4111.33, 34.16, 23.51, 526.00, 121, 1
246000, 1683282945, 2023/5/5 10:35:45, 45.00, 21.50, 226.50, 1789.31, 4111.33, 34.16, 23.51, 526.00, 122, 1
247998, 1683282947, 2023/5/5 10:35:47, 45.00, 21.50, 226.50, 1789.50, 4111.33, 34.16, 23.51, 526.00, 123, 1
249999, 1683282949, 2023/5/5 10:35:49, 45.00, 21.50, 226.50, 1789.50, 4111.33, 34.16, 23.51, 526.00, 124, 1
251999, 1683282951, 2023/5/5 10:35:51, 45.00, 21.50, 226.31, 1789.31, 4111.33, 34.16, 23.51, 526.00, 125, 1
253999, 1683282953, 2023/5/5 10:35:53, 45.00, 21.50, 226.31, 1789.50, 4111.33, 34.16, 23.51, 526.00, 126, 1
255998, 1683282955, 2023/5/5 10:35:55, 45.00, 21.50, 226.13, 1789.50, 4111.33, 34.16, 23.51, 526.00, 127, 1
257999, 1683282957, 2023/5/5 10:35:57, 45.00, 21.50, 225.94, 1789.50, 4116.21, 34.16, 23.51, 526.00, 128, 1
259999, 1683282959, 2023/5/5 10:35:59, 44.90, 21.50, 225.94, 1789.50, 4111.33, 34.16, 23.51, 526.00, 129, 1
261999, 1683282961, 2023/5/5 10:36:1, 45.00, 21.50, 225.75, 1789.69, 4111.33, 34.16, 23.51, 526.00, 130, 1
263999, 1683282963, 2023/5/5 10:36:3, 45.10, 21.50, 225.75, 1789.69, 4111.33, 34.19, 23.55, 525.00, 131, 1
265999, 1683282965, 2023/5/5 10:36:5, 45.10, 21.50, 225.56, 1789.88, 4111.33, 34.19, 23.55, 525.00, 132, 1
267999, 1683282967, 2023/5/5 10:36:7, 45.10, 21.50, 225.75, 1790.06, 4111.33, 34.19, 23.55, 525.00, 133, 1
269999, 1683282969, 2023/5/5 10:36:9, 45.20, 21.50, 225.56, 1790.06, 4111.33, 34.19, 23.55, 525.00, 134, 1
271998, 1683282971, 2023/5/5 10:36:11, 45.20, 21.50, 225.56, 1790.06, 4111.33, 34.19, 23.55, 525.00, 135, 1
273999, 1683282973, 2023/5/5 10:36:13, 45.30, 21.50, 225.56, 1790.06, 4111.33, 34.19, 23.55, 525.00, 136, 1
275999, 1683282975, 2023/5/5 10:36:15, 45.30, 21.50, 225.38, 1790.06, 4111.33, 34.19, 23.55, 525.00, 137, 1
277999, 1683282977, 2023/5/5 10:36:17, 45.30, 21.50, 225.38, 1790.25, 4111.33, 34.19, 23.55, 525.00, 138, 1
279999, 1683282979, 2023/5/5 10:36:19, 45.40, 21.50, 225.38, 1790.44, 4111.33, 34.19, 23.55, 525.00, 139, 1
281999, 1683282981, 2023/5/5 10:36:21, 45.50, 21.50, 225.38, 1790.44, 4111.33, 34.19, 23.55, 525.00, 140, 1
283999, 1683282983, 2023/5/5 10:36:23, 45.50, 21.50, 225.19, 1790.44, 4106.45, 34.32, 23.66, 581.00, 141, 1
285999, 1683282985, 2023/5/5 10:36:25, 45.50, 21.50, 1790.44, 1790.44, 4106.45, 34.32, 23.66, 581.00, 142, 1
288000, 1683282987, 2023/5/5 10:36:27, 45.50, 21.50, 1790.44, 1790.63, 4106.45, 34.32, 23.66, 581.00, 143, 1
289998, 1683282989, 2023/5/5 10:36:29, 45.50, 21.50, 1790.63, 1790.63, 4106.45, 34.32, 23.66, 581.00, 144, 1
291999, 1683282991, 2023/5/5 10:36:31, 45.40, 21.50, 1790.63, 1790.81, 4106.45, 34.32, 23.66, 581.00, 145, 1
293999, 1683282993, 2023/5/5 10:36:33, 45.40, 21.50, 1790.81, 1790.63, 4106.45, 34.32, 23.66, 581.00, 146, 1
295998, 1683282995, 2023/5/5 10:36:35, 45.30, 21.50, 1790.63, 1790.63, 4106.45, 34.32, 23.66, 581.00, 147, 1
297999, 1683282997, 2023/5/5 10:36:37, 45.20, 21.50, 224.44, 1790.81, 4111.33, 34.32, 23.66, 581.00, 148, 1
299999, 1683282999, 2023/5/5 10:36:39, 45.30, 21.50, 224.44, 1790.81, 4111.33, 34.32, 23.66, 581.00, 149, 1
302000, 1683283001, 2023/5/5 10:36:41, 45.30, 21.50, 224.25, 1790.81, 4111.33, 34.32, 23.66, 581.00, 150, 1
303998, 1683283003, 2023/5/5 10:36:43, 45.30, 21.50, 224.44, 1791.19, 4106.45, 34.87, 23.72, 691.00, 151, 1
305998, 1683283005, 2023/5/5 10:36:45, 45.20, 21.60, 224.06, 1791.19, 4106.45, 34.87, 23.72, 691.00, 152, 1
307998, 1683283007, 2023/5/5 10:36:47, 45.20, 21.60, 223.88, 1791.00, 4106.45, 34.87, 23.72, 691.00, 153, 1
309999, 1683283009, 2023/5/5 10:36:49, 45.30, 21.50, 223.69, 1790.81, 4106.45, 34.87, 23.72, 691.00, 154, 1
311999, 1683283011, 2023/5/5 10:36:51, 45.10, 21.50, 223.88, 1791.00, 4106.45, 34.87, 23.72, 691.00, 155, 1
313999, 1683283013, 2023/5/5 10:36:53, 45.10, 21.60, 223.69, 1791.00, 4106.45, 34.87, 23.72, 691.00, 156, 1
315999, 1683283015, 2023/5/5 10:36:55, 45.10, 21.60, 223.50, 1791.00, 4106.45, 34.87, 23.72, 691.00, 157, 1
318000, 1683283017, 2023/5/5 10:36:57, 45.10, 21.60, 223.50, 1790.81, 4111.33, 34.87, 23.72, 691.00, 158, 1
320000, 1683283019, 2023/5/5 10:36:59, 45.00, 21.50, 223.31, 1791.19, 4111.33, 34.87, 23.72, 691.00, 159, 1
321999, 1683283021, 2023/5/5 10:37:1, 45.00, 21.60, 223.31, 1791.00, 4111.33, 34.87, 23.72, 691.00, 160, 1
323998, 1683283023, 2023/5/5 10:37:3, 45.00, 21.60, 223.13, 1791.00, 4106.45, 34.24, 23.74, 656.00, 161, 1
325998, 1683283025, 2023/5/5 10:37:5, 45.00, 21.50, 222.94, 1791.19, 4106.45, 34.24, 23.74, 656.00, 162, 1
327999, 1683283027, 2023/5/5 10:37:7, 45.00, 21.50, 223.13, 1791.19, 4106.45, 34.24, 23.74, 656.00, 163, 1
329999, 1683283029, 2023/5/5 10:37:9, 45.10, 21.60, 223.13, 1791.19, 4106.45, 34.24, 23.74, 656.00, 164, 1
331999, 1683283031, 2023/5/5 10:37:11, 45.10, 21.60, 223.13, 1791.19, 4106.45, 34.24, 23.74, 656.00, 165, 1
333999, 1683283033, 2023/5/5 10:37:13, 45.20, 21.60, 222.94, 1791.00, 4106.45, 34.24, 23.74, 656.00, 166, 1
336000, 1683283035, 2023/5/5 10:37:15, 45.20, 21.60, 222.94, 1791.00, 4106.45, 34.24, 23.74, 656.00, 167, 1
337999, 1683283037, 2023/5/5 10:37:17, 45.20, 21.50, 222.75, 1791.00, 4111.33, 34.24, 23.74, 656.00, 168, 1
339999, 1683283039, 2023/5/5 10:37:19, 45.10, 21.60, 222.75, 1791.38, 4111.33, 34.24, 23.74, 656.00, 169, 1
341999, 1683283041, 2023/5/5 10:37:21, 45.20, 21.60, 222.56, 1791.38, 4111.33, 34.24, 23.74, 656.00, 170, 1
343999, 1683283043, 2023/5/5 10:37:23, 45.20, 21.60, 222.38, 1791.38, 4106.45, 33.84, 23.83, 626.00, 171, 1
345999, 1683283045, 2023/5/5 10:37:25, 45.20, 21.60, 222.38, 1791.38, 4106.45, 33.84, 23.83, 626.00, 172, 1
348000, 1683283047, 2023/5/5 10:37:27, 45.20, 21.60, 222.75, 1791.56, 4106.45, 33.84, 23.83, 626.00, 173, 1
349999, 1683283049, 2023/5/5 10:37:29, 45.10, 21.60, 222.94, 1791.56, 4106.45, 33.84, 23.83, 626.00, 174, 1
351998, 1683283051, 2023/5/5 10:37:31, 45.50, 21.60, 222.75, 1791.75, 4106.45, 33.84, 23.83, 626.00, 175, 1
354000, 1683283053, 2023/5/5 10:37:33, 45.50, 21.60, 222.75, 1791.75, 4106.45, 33.84, 23.83, 626.00, 176, 1
355999, 1683283055, 2023/5/5 10:37:35, 45.50, 21.60, 222.75, 1791.75, 4106.45, 33.84, 23.83, 626.00, 177, 1
357999, 1683283057, 2023/5/5 10:37:37, 45.50, 21.60, 222.75, 1791.94, 4111.33, 33.84, 23.83, 626.00, 178, 1
359999, 1683283059, 2023/5/5 10:37:39, 45.50, 21.60, 222.56, 1791.75, 4111.33, 33.84, 23.83, 626.00, 179, 1
361999, 1683283061, 2023/5/5 10:37:41, 45.50, 21.60, 222.56, 1791.94, 4111.33, 33.84, 23.83, 626.00, 180, 1
363999, 1683283063, 2023/5/5 10:37:43, 45.50, 21.60, 222.38, 1791.94, 4106.45, 33.93, 23.88, 698.00, 181, 1
366000, 1683283065, 2023/5/5 10:37:45, 45.50, 21.60, 222.19, 1791.94, 4106.45, 33.93, 23.88, 698.00, 182, 1
368000, 1683283067, 2023/5/5 10:37:47, 45.50, 21.60, 222.00, 1791.94, 4106.45, 33.93, 23.88, 698.00, 183, 1
369999, 1683283069, 2023/5/5 10:37:49, 45.50, 21.70, 221.81, 1791.75, 4106.45, 33.93, 23.88, 698.00, 184, 1
371999, 1683283071, 2023/5/5 10:37:51, 45.40, 21.60, 221.63, 1791.94, 4106.45, 33.93, 23.88, 698.00, 185, 1
373999, 1683283073, 2023/5/5 10:37:53, 45.20, 21.70, 221.25, 1791.94, 4106.45, 33.93, 23.88, 698.00, 186, 1
375999, 1683283075, 2023/5/5 10:37:55, 45.10, 21.70, 221.06, 1791.94, 4106.45, 33.93, 23.88, 698.00, 187, 1
377998, 1683283077, 2023/5/5 10:37:57, 45.10, 21.70, 221.06, 1792.13, 4111.33, 33.93, 23.88, 698.00, 188, 1
379999, 1683283079, 2023/5/5 10:37:59, 45.10, 21.70, 220.88, 1792.31, 4111.33, 33.93, 23.88, 698.00, 189, 1
381999, 1683283081, 2023/5/5 10:38:1, 45.10, 21.70, 220.88, 1792.31, 4111.33, 33.93, 23.88, 698.00, 190, 1
383998, 1683283083, 2023/5/5 10:38:3, 45.10, 21.70, 220.69, 1792.31, 4106.45, 34.49, 23.89, 720.00, 191, 1
385999, 1683283085, 2023/5/5 10:38:5, 45.10, 21.70, 220.69, 1792.50, 4106.45, 34.49, 23.89, 720.00, 192, 1
